#Depth. m	Depth Bottom. m	Depth top. mwe	Depth bot. mwe	Nh4[ppb]	Ca[ppb]	No3[ppb]	So4[ppb]
149.472	149.493	115.293	115.311	58.2128	93.1345	147.0094	241.2103
149.493	149.514	115.311	115.329	61.021	66.4227	137.8749	97.0015
149.514	149.535	115.329	115.347	42.31785455	58.33813636	199.2363	77.38744545
149.535	149.556	115.347	115.365	26.7319	51.601	250.3708	61.0424
149.556	149.566	115.365	115.374	12.6137	25.1951	72.681	44.1264
149.566	149.577	115.374	115.383	12.6137	25.1951	72.681	44.1264
149.577	149.587	115.383	115.392	12.6137	25.1951	72.681	44.1264
149.587	149.598	115.392	115.401	22.75	23.4222	85.9714	41.6565
149.598	149.608	115.401	115.41	22.75	23.4222	85.9714	41.6565
149.608	149.619	115.41	115.419	22.75	23.4222	85.9714	41.6565
149.619	149.656	115.419	115.452	47.2218	49.73077778	104.5563556	147.1309778
149.656	149.693	115.452	115.484	73.52625263	70.74928421	136.5205474	188.0009368
149.693	149.729	115.484	115.516	75.25687778	79.07812222	190.9356889	93.50543333
149.729	149.766	115.516	115.549	92.26282222	103.8881222	184.1626333	121.6134889
149.766	149.803	115.549	115.581	45.98836316	85.34232105	104.5916947	92.23110526
149.803	149.84	115.581	115.613	43.2077	113.3892778	113.7976889	117.8652667
149.84	149.85	115.613	115.623	23.274	75.2032	77.9397	73.8081
149.85	149.861	115.623	115.632	23.274	75.2032	77.9397	73.8081
149.861	149.871	115.632	115.641	23.274	75.2032	77.9397	73.8081
149.871	149.882	115.641	115.651	18.1818	48.3495	63.4997	96.3527
149.882	149.892	115.651	115.66	18.1818	48.3495	63.4997	96.3527
149.892	149.903	115.66	115.669	18.1818	48.3495	63.4997	96.3527
149.903	149.924	115.669	115.688	66.3701	60.3758	124.0449	103.8187
149.924	149.945	115.688	115.706	103.2608273	106.3423455	200.6388545	144.3306091
149.945	149.966	115.706	115.725	147.5297	161.5022	292.5516	192.9449
149.966	149.987	115.725	115.744	107.8181	163.2856	280.7562	167.0048
149.987	150.008	115.744	115.762	70.9981	100.509	188.3205	111.4456
150.008	150.029	115.762	115.781	34.1781	37.7324	95.8848	55.8864
150.029	150.04	115.781	115.79	14.9474	54.0669	62.5989	76.1161
150.04	150.05	115.79	115.799	14.9474	54.0669	62.5989	76.1161
150.05	150.061	115.799	115.809	14.9474	54.0669	62.5989	76.1161
150.061	150.071	115.809	115.818	20.0782	35.8623	58.9381	52.2447
150.071	150.082	115.818	115.827	20.0782	35.8623	58.9381	52.2447
150.082	150.092	115.827	115.837	20.0782	35.8623	58.9381	52.2447
150.092	150.113	115.837	115.855	60.2905	93.6511	168.4225	133.5182
150.113	150.134	115.855	115.874	54.48095	80.6302	152.3727	120.20905
150.134	150.156	115.874	115.892	48.6714	67.6093	136.3229	106.8999
150.156	150.177	115.892	115.911	40.5411	59.3557	128.2955	136.3871
150.177	150.198	115.911	115.929	35.1986	88.33335	139.8151	143.16835
150.198	150.219	115.929	115.948	29.8561	117.311	151.3347	149.9496
150.219	150.24	115.948	115.966	14.8687	91.0253	112.1697	80.5706
150.24	150.261	115.966	115.985	19.21340909	104.0387	119.1975545	93.65125455
150.261	150.282	115.985	116.003	22.834	114.8832	125.0541	104.5518
150.282	150.303	116.003	116.021	30.7958	78.8174	110.1991	120.2975
150.303	150.324	116.021	116.04	22.9861	57.0094	85.80925	86.7526
150.324	150.345	116.04	116.058	15.1764	35.2014	61.4194	53.2077
150.345	150.402	116.058	116.107	58.46607857	107.6134714	174.1563607	170.1654536
150.402	150.459	116.107	116.155	35.2339931	64.32161379	115.5775069	128.4589034
150.459	150.516	116.155	116.204	39.45025	78.72281786	125.5181286	137.1560964
150.516	150.573	116.204	116.253	108.3779621	123.9482724	181.1312103	167.6751138
150.573	150.631	116.253	116.301	76.12433103	90.71426897	149.3927414	210.2982586
150.631	150.688	116.301	116.35	27.01647143	51.60863214	97.72723571	100.1348679
150.688	150.708	116.35	116.368	22.399	63.4441	76.7669	68.7942
150.708	150.729	116.368	116.386	30.85331818	64.70100909	94.56208182	71.52074545
150.729	150.75	116.386	116.404	40.9985	66.2093	115.9163	74.7926
150.75	150.771	116.404	116.422	16.1767	50.7542	61.215	50.1031
150.771	150.791	116.422	116.44	16.9843	39.82305	66.6632	72.261
150.791	150.812	116.44	116.458	17.7919	28.8919	72.1114	94.4189
150.812	150.843	116.458	116.485	44.6447	69.6003	131.008	171.3567
150.843	150.874	116.485	116.512	53.8076	119.1441	158.9073	225.6233
150.874	150.905	116.512	116.54	52.1361	84.5846	157.1411	145.5686
150.905	150.936	116.54	116.567	62.3156	146.0392	181.376	219.9574
150.936	150.967	116.567	116.594	78.6956	158.7271	203.3818	199.7938
150.967	150.999	116.594	116.621	44.7062	82.4922	116.3417	129.1048
150.999	151.004	116.621	116.626	53.0729	87.822	156.9097	147.6649
151.004	151.009	116.626	116.63	53.0729	87.822	156.9097	147.6649
151.009	151.014	116.63	116.635	53.0729	87.822	156.9097	147.6649
151.014	151.019	116.635	116.639	53.0729	87.822	156.9097	147.6649
151.019	151.024	116.639	116.644	53.0729	87.822	156.9097	147.6649
151.024	151.03	116.644	116.648	53.0729	87.822	156.9097	147.6649
151.03	151.078	116.648	116.69	56.27563333	82.49103333	147.7904667	136.4974333
151.078	151.126	116.69	116.732	63.35376087	117.6149261	173.2352783	173.3786478
151.126	151.175	116.732	116.774	57.4382	111.4138	154.0214	147.7778
151.175	151.223	116.774	116.816	46.88803333	92.673925	138.578525	136.67195
151.223	151.271	116.816	116.858	24.621925	44.2855625	90.27182917	79.2308625
151.271	151.32	116.858	116.9	45.7983125	59.6899625	117.80205	104.202475
151.32	151.368	116.9	116.942	23.19353333	80.0186	85.41956667	103.8493333
151.368	151.416	116.942	116.984	10.196125	32.2064625	37.85425	44.48681667
151.416	151.464	116.984	117.025	33.97164167	64.454225	86.391925	86.00911667
151.464	151.512	117.025	117.067	19.42879167	48.477125	50.96224583	55.55239583
151.512	151.56	117.067	117.109	24.74469583	50.64903333	55.99216667	60.89597917
151.56	151.609	117.109	117.15	20.699724	63.70532	52.300764	82.219756
151.609	151.639	117.15	117.177	34.47373333	63.48776667	81.37156667	79.0612
151.639	151.67	117.177	117.204	28.90526667	39.25156667	67.83936667	66.49806667
151.67	151.701	117.204	117.232	36.844275	50.27995	93.31520625	87.26265
151.701	151.732	117.232	117.259	40.25736667	50.47366667	91.24516667	117.8680667
151.732	151.763	117.259	117.286	52.24481875	54.299225	109.1916875	111.7784
151.763	151.794	117.286	117.313	63.456	65.42536667	134.4465667	107.8673
151.794	151.797	117.313	117.316	34.8358	52.5742	93.7059	188.2084
151.797	151.801	117.316	117.319	34.8358	52.5742	93.7059	188.2084
151.801	151.804	117.319	117.322	34.8358	52.5742	93.7059	188.2084
151.804	151.807	117.322	117.325	34.8358	52.5742	93.7059	188.2084
151.807	151.811	117.325	117.328	34.8358	52.5742	93.7059	188.2084
151.811	151.814	117.328	117.331	34.8358	52.5742	93.7059	188.2084
151.814	151.838	117.331	117.352	58.49418333	86.91178333	164.1014083	199.4291083
151.838	151.862	117.352	117.373	80.1426	97.8899	168.552275	170.73275
151.862	151.886	117.373	117.395	73.09945833	76.67603333	157.5920083	139.2492167
151.886	151.91	117.395	117.416	49.12685	38.53505	132.1998	79.71675
151.91	151.934	117.416	117.437	48.48183333	42.15836667	123.9354333	67.13786667
151.934	151.958	117.437	117.458	41.55093333	67.34473333	108.92055	67.70355
151.958	151.965	117.458	117.464	29.7583	33.1634	74.5827	70.2683
151.965	151.972	117.464	117.47	29.7583	33.1634	74.5827	70.2683
151.972	151.979	117.47	117.476	29.7583	33.1634	74.5827	70.2683
151.979	151.986	117.476	117.483	14.6905	15.3344	48.6043	53.0586
151.986	151.993	117.483	117.489	14.6905	15.3344	48.6043	53.0586
151.993	151.999	117.489	117.495	14.6905	15.3344	48.6043	53.0586
151.999	152.042	117.495	117.533	40.59910476	25.84740476	77.0173619	65.06740952
152.042	152.085	117.533	117.571	119.9981	79.1235	175.8178	133.1324
152.085	152.128	117.571	117.609	20.84277692	73.10619231	66.56766154	69.20664615
152.128	152.171	117.609	117.647	31.4827	141.6718636	137.7550727	111.6871545
152.171	152.214	117.647	117.685	43.0021	37.2833	179.8838	67.2144
152.214	152.257	117.685	117.723	37.3324	50.7398	85.7332	204.7218
152.257	152.27	117.723	117.735	25.4611	55.5165	61.4108	147.3871
152.27	152.284	117.735	117.747	24.90451429	50.28214286	67.83328571	118.5334
152.284	152.298	117.747	117.759	24.1624	43.303	76.3966	80.0618
152.298	152.311	117.759	117.771	25.0619	38.7507	75.9098	89.6813
152.311	152.325	117.771	117.783	26.07538571	37.58635714	79.14117143	117.7235857
152.325	152.339	117.783	117.795	26.8355	36.7131	81.5647	138.7553
152.339	152.346	117.795	117.801	26.832	49.3725	93.9607	106.4582
152.346	152.353	117.801	117.807	26.832	49.3725	93.9607	106.4582
152.353	152.359	117.807	117.813	26.832	49.3725	93.9607	106.4582
152.359	152.366	117.813	117.819	83.2669	92.7504	148.5671	145.0217
152.366	152.373	117.819	117.825	83.2669	92.7504	148.5671	145.0217
152.373	152.38	117.825	117.831	83.2669	92.7504	148.5671	145.0217
152.38	152.41	117.831	117.856	24.7586	44.8531	69.2059	73.1345
152.41	152.44	117.856	117.882	nan	nan	nan	nan
152.44	152.47	117.882	117.907	21.5038	41.5326	54.9407	151.8611
152.47	152.5	117.907	117.933	8.134473333	21.802	34.75604667	66.49078667
152.5	152.531	117.933	117.958	17.77135625	38.73293125	74.67940625	129.086125
152.531	152.561	117.958	117.984	20.63898667	37.64630667	75.67143333	148.4432533
152.561	152.596	117.984	118.013	36.29754706	60.15979412	105.6617	121.5566294
152.596	152.631	118.013	118.042	45.7539	74.5335	136.1457	149.3561
152.631	152.667	118.042	118.072	30.4643	56.789	92.8245	144.2093
152.667	152.702	118.072	118.101	39.36310588	43.64490588	97.61377059	110.3060059
152.702	152.737	118.101	118.13	26.71631111	77.76918889	85.2762	246.5088111
152.737	152.773	118.13	118.159	27.81966111	71.31206111	63.54872222	184.4962389
152.773	152.776	118.159	118.162	9.8724	26.0645	39.1539	61.3977
152.776	152.78	118.162	118.165	9.8724	26.0645	39.1539	61.3977
152.78	152.784	118.165	118.168	9.8724	26.0645	39.1539	61.3977
152.784	152.787	118.168	118.171	9.8724	26.0645	39.1539	61.3977
152.787	152.791	118.171	118.174	9.8724	26.0645	39.1539	61.3977
152.791	152.794	118.174	118.177	9.8724	26.0645	39.1539	61.3977
152.794	152.824	118.177	118.203	77.40628	74.29713333	151.7564533	164.11022
152.824	152.854	118.203	118.228	93.97138	94.14386	170.1173667	196.5099933
152.854	152.884	118.228	118.253	91.15622	89.07596667	149.0075533	193.8630333
152.884	152.914	118.253	118.278	80.0352	92.47086667	186.83	186.8221
152.914	152.944	118.278	118.303	82.0598	88.77994	194.0835	198.73962
152.944	152.974	118.303	118.329	39.32268	43.91173333	82.69042667	83.40038667
152.974	152.988	118.329	118.341	10.2433	31.8319	65.6878	54.8619
152.988	153.003	118.341	118.353	12.65475	28.5078	62.0226	46.68545
153.003	153.017	118.353	118.366	15.0662	25.1837	58.3574	38.509
153.017	153.032	118.366	118.378	13.1057	18.7636	51.4281	42.9522
153.032	153.046	118.378	118.391	9.6083	27.3037	36.16975714	35.3676
153.046	153.061	118.391	118.403	4.9451	38.6905	15.8253	25.2548
153.061	153.104	118.403	118.441	31.22085714	65.7382	80.03641905	77.87217143
153.104	153.148	118.441	118.479	49.9246	58.17805	106.28905	87.9727
153.148	153.191	118.479	118.516	40.70425	48.1067	95.8475	77.2657
153.191	153.235	118.516	118.554	41.4702	69.76085	104.54495	146.82275
153.235	153.278	118.554	118.592	51.76584762	76.81497619	155.2031333	84.25311905
153.278	153.322	118.592	118.63	92.2737	105.7388	181.61855	118.58935
153.322	153.347	118.63	118.651	18.27914615	46.85775385	82.23757692	46.64513846
153.347	153.373	118.651	118.673	20.3881	41.5522	90.0007	50.4123
153.373	153.398	118.673	118.695	nan	nan	nan	nan
153.398	153.423	118.695	118.716	20.4222	40.8303	89.4492	48.583
153.423	153.449	118.716	118.738	11.70528462	31.73351538	54.52899231	73.03226154
153.449	153.474	118.738	118.76	14.633225	24.05188333	47.69633333	61.70958333
153.474	153.504	118.76	118.785	105.0697	129.66204	201.29454	256.21656
153.504	153.534	118.785	118.811	39.10522667	69.38928667	106.05738	98.28163333
153.534	153.563	118.811	118.836	43.86988	69.87954	97.7692	130.11398
153.563	153.593	118.836	118.862	79.92838667	91.86884667	147.07384	187.2530733
153.593	153.623	118.862	118.887	43.47946	54.17209333	103.7699667	113.3006733
153.623	153.653	118.887	118.912	56.97086	97.45304	152.81912	228.16772
153.653	153.656	118.912	118.916	24.9962	53.619	79.6365	108.2225
153.656	153.66	118.916	118.919	24.9962	53.619	79.6365	108.2225
153.66	153.664	118.919	118.922	24.9962	53.619	79.6365	108.2225
153.664	153.668	118.922	118.925	24.9962	53.619	79.6365	108.2225
153.668	153.671	118.925	118.928	24.9962	53.619	79.6365	108.2225
153.671	153.675	118.928	118.932	24.9962	53.619	79.6365	108.2225
153.675	153.697	118.932	118.951	48.2826	61.392	122.4097	263.0016
153.697	153.72	118.951	118.97	76.2263	62.893	198.9991	385.1834
153.72	153.742	118.97	118.989	18.0842	20.7952	62.7749	134.4715
153.742	153.765	118.989	119.008	57.3627	42.1859	143.6105	280.6804
153.765	153.787	119.008	119.027	41.919	54.9293	147.9846	215.7738
153.787	153.809	119.027	119.047	51.6552	28.8024	98.2494	175.0843
153.809	153.829	119.047	119.063	13.6074	13.1267	45.2318	102.8259
153.829	153.848	119.063	119.08	8.305266667	21.15958889	28.84762222	96.51487778
153.848	153.868	119.08	119.097	10.46982	33.3107	34.14372	101.32924
153.868	153.887	119.097	119.114	17.04264	48.80231	44.62158	101.7856
153.887	153.907	119.114	119.131	20.568	40.51664	41.56256	75.9845
153.907	153.927	119.131	119.148	12.9056	18.8436	34.3508	46.9661
153.927	153.941	119.148	119.16	40.3289	41.9495	72.7103	160.7577
153.941	153.956	119.16	119.173	59.4296	55.18704286	102.602	156.8867571
153.956	153.971	119.173	119.186	84.8972	72.8371	142.4576	151.7255
153.971	153.986	119.186	119.199	105.7309	105.433	145.8911	219.4459
153.986	154.001	119.199	119.212	91.47625	124.09505	182.26085	249.75975
154.001	154.016	119.212	119.225	77.2216	142.7571	218.6306	280.0736
154.016	154.038	119.225	119.244	13.4797	43.8054	70.475	62.4288
154.038	154.061	119.244	119.264	7.5263	20.7988	41.4483	17.3527
154.061	154.083	119.264	119.283	8.177	22.3698	35.9101	31.5007
154.083	154.105	119.283	119.303	30.2708	32.9682	76.4314	73.2451
154.105	154.128	119.303	119.322	26.2779	38.8983	84.8382	81.1476
154.128	154.15	119.322	119.342	22.9073	23.7273	43.4839	63.8965
154.15	154.18	119.342	119.367	43.02625333	33.72266667	87.88900667	91.81342
154.18	154.21	119.367	119.393	46.58972	38.06756667	85.22508667	71.77866
154.21	154.239	119.393	119.419	45.70602	53.57835333	109.81686	91.03178
154.239	154.269	119.419	119.445	35.63142667	49.28308667	106.19824	68.65217333
154.269	154.299	119.445	119.471	13.04286667	18.12595333	36.01476667	29.87133333
154.299	154.329	119.471	119.497	43.18928	148.65046	123.68486	153.48436
154.329	154.342	119.497	119.508	22.8692	186.9805	101.6583	112.1623
154.342	154.355	119.508	119.52	22.8692	186.9805	101.6583	112.1623
154.355	154.368	119.52	119.531	16.2611	112.14145	73.0657	76.17755
154.368	154.381	119.531	119.542	9.653	37.3024	44.4731	40.1928
154.381	154.394	119.542	119.553	9.3324	30.33566667	45.3921	40.35526667
154.394	154.407	119.553	119.565	9.1721	26.8523	45.8516	40.4365
154.407	154.435	119.565	119.589	45.04779286	95.2236	105.3746571	99.5503
154.435	154.464	119.589	119.614	44.73934286	68.18297143	103.0715714	72.35041429
154.464	154.492	119.614	119.638	64.7117	58.73985714	103.7497286	69.77623571
154.492	154.521	119.638	119.663	62.24322	60.55202	112.0681333	62.48644
154.521	154.549	119.663	119.688	16.62695	23.2407	61.29965	31.21395
154.549	154.578	119.688	119.712	35.1376	40.65522857	70.52392857	60.82357143
154.578	154.606	119.712	119.736	13.08782143	59.06888571	47.31444286	58.48851429
154.606	154.633	119.736	119.76	11.2412	43.3371	45.98645	35.9094
154.633	154.661	119.76	119.784	13.52421429	38.35647857	44.37677857	42.72322857
154.661	154.689	119.784	119.808	24.95782857	112.5776286	72.51007143	117.4004
154.689	154.716	119.808	119.831	10.80308462	60.97613846	45.96314615	55.78046154
154.716	154.744	119.831	119.855	19.3393	174.7194	61.84947143	630.5334143
154.744	154.772	119.855	119.879	56.90945714	143.3437429	109.2242071	177.6614286
154.772	154.8	119.879	119.903	29.11295	66.225	55.667	88.78655
154.8	154.827	119.903	119.927	93.26222143	136.9047714	131.1560571	158.7973214
154.827	154.855	119.927	119.951	40.07895714	45.4343	87.70664286	59.11462857
154.855	154.883	119.951	119.975	55.36145	60.86355	162.8908	93.10995
154.883	154.91	119.975	119.999	37.86191538	75.67233846	125.3673692	99.50993077
154.91	154.935	119.999	120.02	20.82950769	68.80833846	58.93673846	65.40731538
154.935	154.961	120.02	120.042	20.42696923	71.85132308	44.57086923	57.50693077
154.961	154.986	120.042	120.064	19.37935	93.02665	51.71375	67.9878
154.986	155.011	120.064	120.086	12.19498462	52.38077692	42.34363077	48.86597692
155.011	155.036	120.086	120.108	18.423175	36.29479167	68.76024167	48.94744167
155.036	155.061	120.108	120.13	24.6397	38.3642	75.2581	54.3987
155.061	155.075	120.13	120.142	23.4957	28.5774	73.6739	49.0693
155.075	155.089	120.142	120.154	32.2253	40.91917143	90.52458571	54.18758571
155.089	155.103	120.154	120.166	38.7725	50.1755	103.1626	58.0263
155.103	155.116	120.166	120.178	109.7031	105.3921	164.7426	135.9951
155.116	155.13	120.178	120.19	81.9849	86.70338571	132.396	105.1852286
155.13	155.144	120.19	120.202	45.0273	61.7851	89.2672	64.1054
155.144	155.151	120.202	120.208	26.8027	76.4928	64.8754	33.2678
155.151	155.158	120.208	120.214	26.8027	76.4928	64.8754	33.2678
155.158	155.165	120.214	120.221	26.8027	76.4928	64.8754	33.2678
155.165	155.172	120.221	120.227	15.607	42.4818	58.6754	74.8353
155.172	155.179	120.227	120.233	15.607	42.4818	58.6754	74.8353
155.179	155.186	120.233	120.239	15.607	42.4818	58.6754	74.8353
155.186	155.196	120.239	120.248	35.9028	64.3372	93.1343	80.6296
155.196	155.206	120.248	120.257	35.9028	64.3372	93.1343	80.6296
155.206	155.217	120.257	120.266	194.6973	303.1952	291.6309	287.2369
155.217	155.227	120.266	120.275	194.6973	303.1952	291.6309	287.2369
155.227	155.238	120.275	120.284	36.8545	55.6462	87.5116	50.2925
155.238	155.248	120.284	120.294	36.8545	55.6462	87.5116	50.2925
155.248	155.262	120.294	120.306	14.3097	30.261	52.8078	41.189
155.262	155.276	120.306	120.318	19.64588571	54.8736	61.90551429	63.19515714
155.276	155.29	120.318	120.33	26.7608	87.6904	74.0358	92.5367
155.29	155.303	120.33	120.342	30.692	91.6637	80.8689	68.5589
155.303	155.317	120.342	120.354	28.09885714	85.22067143	66.30307143	78.70564286
155.317	155.331	120.354	120.366	26.154	80.3884	55.3787	86.3157
155.331	155.338	120.366	120.373	104.6851	163.6589	281.3358	154.2054
155.338	155.345	120.373	120.379	104.6851	163.6589	281.3358	154.2054
155.345	155.352	120.379	120.385	104.6851	163.6589	281.3358	154.2054
155.352	155.359	120.385	120.391	59.1276	84.9829	128.6353	96.9076
